ticket_id,account,created_date,resolved_date,category,priority,status,resolution_hours,satisfaction_rating,agent_name
TKT-000825,Konex,2017-03-14,2017-03-21,bug_report,low,resolved,183.0,4.0,Aaron Schroeder
TKT-000826,Konex,2017-11-21,2017-11-21,billing,high,resolved,19.0,,Monica Ellis
TKT-000827,Konex,2017-08-16,,feature_request,medium,open,,,Heather Brown
TKT-000828,Konex,2017-04-09,2017-04-10,bug_report,medium,resolved,32.0,5.0,Claudia Jordan
TKT-000829,Konex,2017-09-13,2017-09-20,technical,low,resolved,184.0,3.0,Derrick Clayton
TKT-000830,Konex,2017-10-17,2017-10-20,technical,low,resolved,82.0,,Kenneth Knight
TKT-000831,Konex,2017-05-31,2017-06-04,bug_report,medium,resolved,98.0,,Mr. Michael Williams
TKT-000832,Konex,2017-12-06,2017-12-10,billing,medium,resolved,115.0,,Richard Stevens
TKT-000833,Konex,2017-02-07,,account_management,medium,escalated,,,Scott Alexander
TKT-000834,Konex,2017-07-21,2017-07-23,onboarding,low,resolved,66.0,,Tyler Harris
TKT-000835,Konex,2017-07-19,2017-07-23,technical,medium,resolved,119.0,,Bonnie Santos
TKT-000836,Konex,2017-05-11,,billing,high,escalated,,,Timothy Hill
TKT-000837,Konex,2017-03-04,2017-03-08,technical,medium,resolved,115.0,3.0,Danielle Watson
TKT-000838,Konex,2017-01-13,,technical,high,escalated,,,Carol Sanders
TKT-000839,Konex,2017-02-01,2017-02-10,feature_request,low,resolved,226.0,3.0,Michael Young
TKT-000840,Konex,2017-01-16,2017-01-20,feature_request,low,resolved,96.0,3.0,Michele Smith
TKT-000841,Konex,2017-02-16,2017-02-16,technical,high,resolved,17.0,5.0,Casey Perez
TKT-000842,Konex,2017-09-10,2017-09-11,billing,low,resolved,39.0,4.0,Alexandra Dominguez
TKT-000843,Konex,2017-01-05,2017-01-06,technical,medium,resolved,47.0,5.0,Virginia Henderson
TKT-000844,Konex,2017-01-30,2017-01-31,feature_request,medium,resolved,24.0,5.0,Benjamin Reyes
TKT-000845,Konex,2017-06-12,,account_management,low,open,,,Ashley Edwards
TKT-000846,Konmatfix,2017-02-25,,billing,low,open,,,Breanna Ayala
TKT-000847,Konmatfix,2017-06-10,,bug_report,medium,waiting_on_customer,,,Brandi Haney
TKT-000848,Konmatfix,2017-04-04,2017-04-04,feature_request,medium,resolved,18.0,4.0,Joseph Smith
TKT-000849,Konmatfix,2017-01-22,2017-01-28,technical,low,resolved,153.0,2.0,Jessica Bowen
TKT-000850,Konmatfix,2017-03-21,,technical,high,waiting_on_customer,,,Brittany Jenkins
TKT-000851,Konmatfix,2017-12-29,2017-12-30,billing,medium,resolved,24.0,,Shannon Miller
TKT-000852,Konmatfix,2017-03-18,2017-03-19,billing,high,resolved,37.0,,Paul Lawrence
TKT-000853,Konmatfix,2017-06-05,2017-06-05,feature_request,high,resolved,6.0,,Victor Edwards
TKT-000854,Konmatfix,2017-07-06,2017-07-08,billing,medium,resolved,63.0,,Donald Miller
TKT-000855,Konmatfix,2017-09-16,2017-09-25,bug_report,low,resolved,222.0,4.0,Lindsay Lawson
TKT-000856,Konmatfix,2017-05-10,2017-05-11,billing,high,resolved,41.0,,Melissa Abbott
TKT-000857,Konmatfix,2017-05-27,2017-06-02,technical,low,resolved,154.0,2.0,Elizabeth Holmes
TKT-000858,Konmatfix,2017-01-11,,account_management,medium,escalated,,,Nicole Phillips
TKT-000859,Konmatfix,2017-10-21,2017-10-27,technical,low,resolved,144.0,,Steven Blevins
TKT-000860,Konmatfix,2017-06-15,2017-06-16,billing,medium,resolved,33.0,,Brian Porter MD
TKT-000861,Konmatfix,2017-05-21,2017-05-24,billing,medium,resolved,94.0,2.0,Vanessa Hatfield
TKT-000862,Konmatfix,2017-11-09,,technical,critical,escalated,,,Bonnie Valencia
TKT-000863,Labdrill,2017-07-07,2017-07-07,onboarding,critical,resolved,1.0,,Holly Vega
TKT-000864,Labdrill,2017-11-17,2017-11-18,technical,high,resolved,40.0,,Tiffany Townsend
TKT-000865,Labdrill,2017-11-13,,feature_request,low,escalated,,,Austin Baker
TKT-000866,Labdrill,2017-08-29,2017-08-30,technical,high,resolved,45.0,,Antonio Mccormick
TKT-000867,Labdrill,2017-06-07,2017-06-07,feature_request,medium,resolved,12.0,5.0,Lori Mason
TKT-000868,Labdrill,2017-12-26,2017-12-28,technical,medium,resolved,64.0,,Michael Miller
TKT-000869,Labdrill,2017-09-25,2017-09-25,onboarding,medium,resolved,13.0,,Lisa Ramirez
TKT-000870,Labdrill,2017-02-14,2017-02-18,billing,medium,resolved,105.0,2.0,Jorge Harris
TKT-000871,Labdrill,2017-12-27,2017-12-30,account_management,medium,resolved,92.0,1.0,Kimberly Myers
TKT-000872,Labdrill,2017-07-27,2017-07-27,technical,high,resolved,5.0,,Sandra Becker
TKT-000873,Labdrill,2017-02-21,2017-02-25,billing,medium,resolved,116.0,2.0,Michael Blair
TKT-000874,Labdrill,2017-01-10,2017-01-18,bug_report,low,resolved,204.0,,Amy Miller
TKT-000875,Lexiqvolax,2017-03-03,2017-03-03,billing,high,resolved,14.0,,Jesse Lynch
TKT-000876,Lexiqvolax,2017-06-17,2017-06-17,billing,high,resolved,4.0,5.0,Patrick Yang
TKT-000877,Lexiqvolax,2017-05-23,2017-05-24,technical,low,resolved,42.0,,Michael Miles
TKT-000878,Lexiqvolax,2017-04-17,2017-04-23,account_management,low,resolved,163.0,3.0,Troy Mills
TKT-000879,Lexiqvolax,2017-04-13,2017-04-13,feature_request,medium,resolved,15.0,5.0,Michelle Jackson
TKT-000880,Lexiqvolax,2017-07-05,2017-07-13,feature_request,low,resolved,211.0,2.0,Richard Adams
TKT-000881,Lexiqvolax,2017-07-28,2017-07-31,technical,medium,resolved,90.0,4.0,Patricia Johnson
TKT-000882,Lexiqvolax,2017-08-04,2017-08-04,onboarding,medium,resolved,20.0,,Denise Brown
TKT-000883,Lexiqvolax,2017-08-12,,billing,high,waiting_on_customer,,,Laura Jones
TKT-000884,Lexiqvolax,2017-08-07,2017-08-13,account_management,low,resolved,155.0,1.0,Ian Porter
TKT-000885,Lexiqvolax,2017-11-15,2017-11-23,billing,low,resolved,198.0,1.0,Holly Scott
TKT-000886,Lexiqvolax,2017-01-27,2017-01-29,feature_request,low,resolved,70.0,4.0,Kenneth Sharp
TKT-000887,Lexiqvolax,2017-04-18,2017-04-22,account_management,medium,resolved,108.0,,Jordan Williams
TKT-000888,Lexiqvolax,2017-01-26,2017-01-28,technical,medium,resolved,49.0,4.0,Dana Ruiz
TKT-000889,Lexiqvolax,2017-08-10,,feature_request,medium,open,,,Chris Velazquez
TKT-000890,Lexiqvolax,2017-01-19,2017-01-20,technical,high,resolved,30.0,4.0,Kristen Sloan
TKT-000891,Lexiqvolax,2017-02-17,2017-02-21,bug_report,medium,resolved,104.0,,Jennifer Morris
TKT-000892,Lexiqvolax,2017-08-28,2017-08-28,feature_request,high,resolved,21.0,,Nathan Nelson
TKT-000893,Lexiqvolax,2017-11-05,2017-11-06,onboarding,medium,resolved,36.0,4.0,Jake Shaw
TKT-000894,Lexiqvolax,2017-12-16,2017-12-24,onboarding,low,resolved,201.0,2.0,Cassie Brock
TKT-000895,Massive Dynamic,2017-12-11,2017-12-19,feature_request,low,resolved,201.0,2.0,Dr. Andrea Marshall
TKT-000896,Massive Dynamic,2017-07-14,2017-07-17,account_management,low,resolved,78.0,3.0,Ryan Murphy
TKT-000897,Massive Dynamic,2017-09-13,2017-09-13,onboarding,high,resolved,6.0,5.0,Aimee Gonzalez
TKT-000898,Massive Dynamic,2017-02-23,2017-02-24,account_management,medium,resolved,39.0,,Elizabeth Dean
TKT-000899,Massive Dynamic,2017-05-15,2017-05-19,technical,medium,resolved,117.0,3.0,Kevin Snyder
TKT-000900,Massive Dynamic,2017-05-13,2017-05-21,technical,low,resolved,204.0,4.0,Christie Mccullough
TKT-000901,Massive Dynamic,2017-04-01,2017-04-05,technical,medium,resolved,103.0,3.0,Danielle Smith
TKT-000902,Massive Dynamic,2017-11-10,,technical,high,open,,,David Reed
TKT-000903,Massive Dynamic,2017-02-07,,billing,medium,escalated,,,Sherry Tapia
TKT-000904,Massive Dynamic,2017-09-13,2017-09-14,billing,medium,resolved,30.0,,Matthew Sweeney
TKT-000905,Massive Dynamic,2017-07-11,2017-07-11,account_management,high,resolved,20.0,5.0,Ashley Moreno
TKT-000906,Massive Dynamic,2017-06-28,2017-06-28,account_management,high,resolved,19.0,,Johnathan Brown
TKT-000907,Massive Dynamic,2017-11-26,2017-11-27,onboarding,high,resolved,36.0,4.0,Michelle Davis DVM
TKT-000908,Massive Dynamic,2017-01-17,,bug_report,high,open,,,Kelly Haynes
TKT-000909,Massive Dynamic,2017-01-06,2017-01-10,onboarding,medium,resolved,106.0,2.0,William Miller
TKT-000910,Massive Dynamic,2017-05-19,2017-05-20,technical,low,resolved,40.0,4.0,Casey Wilkins
TKT-000911,Massive Dynamic,2017-09-01,2017-09-05,billing,medium,resolved,102.0,3.0,Keith Graham
TKT-000912,Massive Dynamic,2017-02-19,2017-02-25,onboarding,low,resolved,149.0,,Cynthia Green
TKT-000913,Massive Dynamic,2017-07-03,2017-07-06,bug_report,medium,resolved,87.0,3.0,Robert Haynes
TKT-000914,Massive Dynamic,2017-01-30,2017-02-01,technical,medium,resolved,60.0,,Emily Nelson
TKT-000915,Massive Dynamic,2017-09-25,2017-09-25,onboarding,high,resolved,10.0,5.0,Dale Chan
TKT-000916,Massive Dynamic,2017-07-06,,technical,high,open,,,Brittney Martin
TKT-000917,Massive Dynamic,2017-04-24,2017-05-01,billing,low,resolved,185.0,2.0,Jason Herrera
TKT-000918,Massive Dynamic,2017-04-26,2017-04-29,technical,medium,resolved,90.0,2.0,Christine Parker
TKT-000919,Massive Dynamic,2017-01-02,,bug_report,low,escalated,,,Bryan Moore
TKT-000920,Massive Dynamic,2017-08-23,2017-08-28,onboarding,low,resolved,125.0,,Samantha Terry
TKT-000921,Massive Dynamic,2017-05-24,2017-05-24,technical,critical,resolved,6.0,4.0,Russell Murphy
TKT-000922,Massive Dynamic,2017-12-25,,technical,low,escalated,,,David Kelly
TKT-000923,Mathtouch,2017-08-16,2017-08-19,onboarding,low,resolved,78.0,2.0,Megan Green
TKT-000924,Mathtouch,2017-02-17,,billing,low,escalated,,,Amanda Sullivan MD
TKT-000925,Mathtouch,2017-05-24,2017-05-25,technical,high,resolved,25.0,,Danielle Murray
TKT-000926,Mathtouch,2017-01-18,2017-01-20,onboarding,medium,resolved,63.0,,Brenda Smith
TKT-000927,Mathtouch,2017-08-01,2017-08-06,technical,low,resolved,124.0,,Vickie Anderson
TKT-000928,Mathtouch,2017-05-03,2017-05-11,account_management,low,resolved,208.0,3.0,Jacqueline Mccoy
TKT-000929,Mathtouch,2017-07-02,2017-07-08,billing,low,resolved,149.0,4.0,Lauren Green
TKT-000930,Mathtouch,2017-05-06,2017-05-08,feature_request,medium,resolved,60.0,3.0,Alison Brown
TKT-000931,Mathtouch,2017-03-05,2017-03-06,account_management,high,resolved,45.0,3.0,Jill Anderson
TKT-000932,Mathtouch,2017-06-29,2017-06-29,technical,critical,resolved,1.0,,Sandra Rivera
TKT-000933,Mathtouch,2017-10-14,2017-10-16,feature_request,medium,resolved,67.0,,Joel Jackson
TKT-000934,Mathtouch,2017-07-04,2017-07-04,billing,high,resolved,8.0,5.0,Samantha Foster
TKT-000935,Mathtouch,2017-09-07,,onboarding,critical,waiting_on_customer,,,Michael Thompson
TKT-000936,Mathtouch,2017-05-07,2017-05-11,technical,medium,resolved,105.0,3.0,Cody Ramirez
TKT-000937,Nam-zim,2017-05-02,,technical,medium,open,,,Amanda Harvey
TKT-000938,Nam-zim,2017-06-05,2017-06-05,feature_request,critical,resolved,1.0,,Edward Jenkins
TKT-000939,Nam-zim,2017-11-06,,account_management,low,open,,,Amy Ramirez
TKT-000940,Nam-zim,2017-10-10,2017-10-12,bug_report,low,resolved,62.0,,Curtis Wilkerson
TKT-000941,Nam-zim,2017-12-10,2017-12-10,bug_report,medium,resolved,12.0,,Lydia Pham
TKT-000942,Nam-zim,2017-08-02,2017-08-03,onboarding,high,resolved,41.0,5.0,Virginia Casey
TKT-000943,Nam-zim,2017-09-24,2017-09-28,bug_report,low,resolved,113.0,2.0,Joshua Washington
TKT-000944,Nam-zim,2017-01-08,2017-01-14,feature_request,low,resolved,148.0,2.0,Kathryn Price
TKT-000945,Nam-zim,2017-01-06,2017-01-10,billing,medium,resolved,108.0,,Francis Robinson
TKT-000946,Nam-zim,2017-08-06,2017-08-07,account_management,medium,resolved,36.0,,Paula Brown
TKT-000947,Nam-zim,2017-06-22,2017-06-25,feature_request,medium,resolved,86.0,1.0,Kendra Wang DVM
TKT-000948,Newex,2017-03-24,2017-03-26,technical,medium,resolved,59.0,3.0,Ariel Sandoval
TKT-000949,Newex,2017-04-15,,billing,high,open,,,Robert Stark
TKT-000950,Newex,2017-09-09,2017-09-13,bug_report,low,resolved,96.0,,Zachary Robinson
TKT-000951,Newex,2017-09-06,,feature_request,low,waiting_on_customer,,,Rebecca Kelly
TKT-000952,Newex,2017-02-26,2017-03-07,technical,low,resolved,224.0,3.0,Sarah Thompson
TKT-000953,Newex,2017-09-04,2017-09-04,technical,critical,resolved,3.0,5.0,Renee Wolfe
TKT-000954,Newex,2017-11-16,2017-11-17,feature_request,high,resolved,28.0,5.0,Alyssa Haynes
TKT-000955,Newex,2017-03-17,,onboarding,high,open,,,Kristy Hart
TKT-000956,Newex,2017-12-13,,billing,low,open,,,William Keith
TKT-000957,Newex,2017-04-28,2017-04-29,technical,high,resolved,43.0,5.0,Eric Henry Jr.
TKT-000958,Newex,2017-05-09,2017-05-09,billing,critical,resolved,6.0,,Daniel Fox
TKT-000959,Newex,2017-01-25,2017-01-28,feature_request,medium,resolved,72.0,,Thomas Harris
TKT-000960,Newex,2017-01-03,2017-01-08,feature_request,low,resolved,143.0,,Mitchell Sellers
TKT-000961,Newex,2017-04-12,2017-04-14,feature_request,medium,resolved,60.0,,Erica Johnson
TKT-000962,Newex,2017-01-01,2017-01-05,onboarding,medium,resolved,99.0,,Sylvia Schroeder
TKT-000963,Newex,2017-08-18,2017-08-22,billing,medium,resolved,108.0,,Shannon Yu
TKT-000964,Newex,2017-05-01,2017-05-02,billing,low,resolved,36.0,,Tom Foster
TKT-000965,Newex,2017-05-04,2017-05-05,feature_request,low,resolved,28.0,,Eric Taylor
TKT-000966,Newex,2017-11-03,2017-11-03,billing,high,resolved,9.0,,Travis Conner
TKT-000967,Newex,2017-08-13,2017-08-21,billing,low,resolved,198.0,,Marie Thompson
TKT-000968,Newex,2017-01-15,2017-01-24,bug_report,low,resolved,239.0,,Melissa Mcfarland
TKT-000969,Newex,2017-07-22,2017-07-22,account_management,high,resolved,19.0,5.0,Courtney Chapman
TKT-000970,Newex,2017-01-15,2017-01-15,billing,medium,resolved,23.0,5.0,Eric Barker
TKT-000971,Newex,2017-12-26,2017-12-27,feature_request,high,resolved,30.0,4.0,Nicholas Rush
TKT-000972,Newex,2017-11-20,2017-11-21,account_management,low,resolved,34.0,,Jenna Gamble
TKT-000973,Newex,2017-10-26,2017-10-28,technical,medium,resolved,51.0,,Amanda Guzman
TKT-000974,Newex,2017-04-06,2017-04-09,billing,medium,resolved,85.0,4.0,Tracy Walker
TKT-000975,Newex,2017-04-09,,bug_report,medium,open,,,Taylor Taylor
TKT-000976,Ontomedia,2017-04-10,2017-04-12,billing,medium,resolved,61.0,4.0,Cynthia Haas
TKT-000977,Ontomedia,2017-04-18,2017-04-19,onboarding,low,resolved,27.0,,Stephen Davis
TKT-000978,Ontomedia,2017-12-07,2017-12-11,technical,medium,resolved,117.0,,Margaret Tanner
TKT-000979,Ontomedia,2017-08-11,,account_management,low,waiting_on_customer,,,Derek Wright
TKT-000980,Ontomedia,2017-04-28,2017-05-02,billing,low,resolved,96.0,,David Rodriguez
TKT-000981,Ontomedia,2017-01-31,2017-02-07,feature_request,low,resolved,169.0,,James Oconnor
TKT-000982,Ontomedia,2017-01-02,2017-01-06,bug_report,medium,resolved,109.0,,Stacey Snyder
TKT-000983,Ontomedia,2017-08-25,,billing,low,open,,,Joshua Garcia
TKT-000984,Ontomedia,2017-04-12,2017-04-14,technical,medium,resolved,53.0,5.0,Sean Curtis
TKT-000985,Ontomedia,2017-11-11,,technical,medium,open,,,Carla Jones
TKT-000986,Ontomedia,2017-08-11,2017-08-13,feature_request,medium,resolved,62.0,,Elizabeth Flores
TKT-000987,Ontomedia,2017-03-09,2017-03-10,bug_report,high,resolved,39.0,,Angela Jackson
TKT-000988,Ontomedia,2017-03-16,2017-03-19,technical,medium,resolved,86.0,3.0,Nicholas Payne
TKT-000989,Ontomedia,2017-08-06,2017-08-06,feature_request,high,resolved,4.0,,Anna Wheeler
TKT-000990,Ontomedia,2017-09-09,2017-09-10,technical,high,resolved,44.0,4.0,Karen Johnson
TKT-000991,Ontomedia,2017-05-07,,billing,medium,open,,,Carmen Preston
TKT-000992,Ontomedia,2017-09-06,2017-09-13,technical,low,resolved,187.0,3.0,Brian Harris
TKT-000993,Ontomedia,2017-01-24,2017-01-25,feature_request,high,resolved,25.0,5.0,Michael Bowen
TKT-000994,Opentech,2017-07-01,2017-07-05,bug_report,medium,resolved,115.0,1.0,Deborah Campbell
TKT-000995,Opentech,2017-09-30,2017-10-05,bug_report,low,resolved,140.0,1.0,Anthony Armstrong
TKT-000996,Opentech,2017-09-16,2017-09-25,technical,low,resolved,236.0,3.0,Brittany Ward
TKT-000997,Opentech,2017-04-25,2017-04-30,billing,low,resolved,129.0,3.0,Edward Stanley
TKT-000998,Opentech,2017-04-08,2017-04-08,onboarding,critical,resolved,2.0,5.0,Christina Johnson
TKT-000999,Opentech,2017-10-02,2017-10-09,onboarding,low,resolved,188.0,2.0,Edgar Miller
TKT-001000,Opentech,2017-01-08,2017-01-11,technical,medium,resolved,92.0,,Elizabeth Sanders
TKT-001001,Opentech,2017-09-11,2017-09-12,onboarding,high,resolved,36.0,3.0,Matthew Davis MD
TKT-001002,Opentech,2017-01-16,2017-01-18,billing,medium,resolved,56.0,3.0,Stephen Wood
TKT-001003,Opentech,2017-12-05,2017-12-11,technical,low,resolved,156.0,3.0,Dennis Marshall
TKT-001004,Opentech,2017-10-07,2017-10-11,billing,medium,resolved,105.0,2.0,Derrick Brown
TKT-001005,Opentech,2017-05-11,2017-05-12,technical,high,resolved,27.0,,Mary Miller
TKT-001006,Opentech,2017-01-27,2017-01-28,billing,medium,resolved,28.0,5.0,Joshua Arellano
TKT-001007,Opentech,2017-12-12,2017-12-19,technical,low,resolved,170.0,2.0,Kristen Randall
TKT-001008,Opentech,2017-08-05,2017-08-12,technical,low,resolved,171.0,3.0,Jennifer Nichols
TKT-001009,Plexzap,2017-07-08,2017-07-12,billing,medium,resolved,103.0,1.0,Karen Keith
TKT-001010,Plexzap,2017-07-17,2017-07-19,feature_request,medium,resolved,70.0,3.0,Blake Orr
TKT-001011,Plexzap,2017-06-03,2017-06-05,technical,medium,resolved,54.0,,Kathryn Lester
TKT-001012,Plexzap,2017-12-20,2017-12-26,billing,low,resolved,162.0,4.0,Megan Oliver
TKT-001013,Plexzap,2017-10-26,,technical,high,open,,,Peter Thompson
TKT-001014,Plexzap,2017-09-30,2017-09-30,technical,high,resolved,23.0,5.0,Dr. Rhonda Martinez
TKT-001015,Plexzap,2017-05-02,2017-05-02,technical,medium,resolved,16.0,,William Graham
TKT-001016,Plexzap,2017-08-22,2017-08-26,technical,medium,resolved,113.0,4.0,Lori Flowers MD
TKT-001017,Plexzap,2017-09-19,,onboarding,high,waiting_on_customer,,,Suzanne Jones
TKT-001018,Plexzap,2017-08-02,2017-08-05,billing,medium,resolved,87.0,,James Nguyen
TKT-001019,Plexzap,2017-07-17,2017-07-17,onboarding,high,resolved,14.0,5.0,Jimmy Marks
TKT-001020,Plexzap,2017-11-12,2017-11-16,feature_request,low,resolved,116.0,2.0,Lisa Mills
TKT-001021,Plexzap,2017-07-15,,account_management,low,open,,,Jason Hernandez
TKT-001022,Plexzap,2017-11-01,2017-11-02,technical,low,resolved,28.0,5.0,Olivia Ayers
TKT-001023,Plusstrip,2017-03-20,,onboarding,low,waiting_on_customer,,,Kristine Garcia
TKT-001024,Plusstrip,2017-08-20,2017-08-20,onboarding,critical,resolved,2.0,5.0,Joseph Cooper
TKT-001025,Plusstrip,2017-11-30,2017-12-01,billing,high,resolved,29.0,4.0,James Washington
TKT-001026,Plusstrip,2017-05-11,2017-05-11,billing,high,resolved,12.0,,Amanda Hill
TKT-001027,Plusstrip,2017-05-18,2017-05-27,account_management,low,resolved,219.0,,Lee Steele
TKT-001028,Plusstrip,2017-03-08,2017-03-12,technical,medium,resolved,98.0,3.0,Steve Rivera
TKT-001029,Plusstrip,2017-03-21,2017-03-22,billing,medium,resolved,40.0,,Patrick Mccall
TKT-001030,Plusstrip,2017-06-27,2017-06-27,billing,high,resolved,15.0,,Alicia Roth
TKT-001031,Plusstrip,2017-10-13,2017-10-13,feature_request,high,resolved,23.0,5.0,Douglas Vasquez
TKT-001032,Plusstrip,2017-03-21,,technical,low,open,,,Annette Melton
TKT-001033,Plusstrip,2017-07-07,2017-07-11,bug_report,medium,resolved,101.0,,William Ramos
TKT-001034,Plussunin,2017-09-21,,billing,low,open,,,Debra Butler
TKT-001035,Plussunin,2017-03-11,2017-03-12,feature_request,low,resolved,37.0,,Chelsea Lewis
TKT-001036,Plussunin,2017-01-03,2017-01-03,billing,medium,resolved,14.0,5.0,Natalie Malone
TKT-001037,Plussunin,2017-08-13,2017-08-19,account_management,low,resolved,167.0,,Samantha Robertson
TKT-001038,Plussunin,2017-04-08,,bug_report,low,open,,,Eric Hunter
TKT-001039,Plussunin,2017-05-01,2017-05-02,billing,high,resolved,45.0,4.0,Samuel Suarez
TKT-001040,Plussunin,2017-09-13,2017-09-15,onboarding,medium,resolved,69.0,4.0,Corey Whitaker
TKT-001041,Plussunin,2017-01-11,,technical,medium,waiting_on_customer,,,Danielle Bryant
TKT-001042,Plussunin,2017-07-02,2017-07-02,technical,medium,resolved,12.0,5.0,Michele Hill
TKT-001043,Plussunin,2017-03-13,2017-03-13,billing,critical,resolved,6.0,,Kathy Reid
TKT-001044,Plussunin,2017-10-30,2017-11-06,bug_report,low,resolved,187.0,4.0,Andre Watson
TKT-001045,Plussunin,2017-07-17,,feature_request,low,open,,,Cassandra Harrell
TKT-001046,Plussunin,2017-12-19,,bug_report,medium,open,,,Hannah Martin
TKT-001047,Plussunin,2017-06-08,2017-06-10,technical,low,resolved,50.0,,Nicole Barker
TKT-001048,Rangreen,2017-02-18,2017-02-21,technical,medium,resolved,80.0,3.0,James Martin
TKT-001049,Rangreen,2017-04-30,2017-05-03,billing,medium,resolved,74.0,,Traci Vincent
TKT-001050,Rangreen,2017-08-25,2017-08-26,technical,high,resolved,38.0,4.0,Megan Adams
TKT-001051,Rangreen,2017-12-02,2017-12-03,billing,high,resolved,41.0,,Alejandro Deleon
TKT-001052,Rangreen,2017-10-26,,onboarding,medium,escalated,,,Alexa Buck
TKT-001053,Rangreen,2017-10-19,2017-10-20,billing,high,resolved,39.0,,Lindsay Smith
TKT-001054,Rangreen,2017-03-03,2017-03-05,technical,medium,resolved,64.0,4.0,Robert Torres
TKT-001055,Rangreen,2017-05-19,2017-05-22,feature_request,medium,resolved,77.0,3.0,Maria Coleman
TKT-001056,Rangreen,2017-01-01,2017-01-01,billing,high,resolved,15.0,,Gregory King
TKT-001057,Rangreen,2017-01-10,2017-01-10,onboarding,medium,resolved,12.0,,Michael Holloway
TKT-001058,Rangreen,2017-12-26,2017-12-27,billing,high,resolved,37.0,,Brian Hunt
TKT-001059,Rangreen,2017-11-19,2017-11-22,technical,medium,resolved,86.0,1.0,Sarah Brooks
TKT-001060,Rangreen,2017-08-31,2017-08-31,account_management,high,resolved,12.0,5.0,Lisa Evans
TKT-001061,Rangreen,2017-09-03,2017-09-06,billing,medium,resolved,75.0,3.0,Arthur Mcneil
TKT-001062,Rangreen,2017-03-22,2017-03-23,feature_request,medium,resolved,32.0,,Shannon Green
TKT-001063,Rangreen,2017-01-13,2017-01-16,billing,medium,resolved,75.0,,Stephanie Evans
TKT-001064,Rangreen,2017-12-20,2017-12-21,technical,high,resolved,40.0,,Ralph Yoder
TKT-001065,Rangreen,2017-02-14,2017-02-18,feature_request,medium,resolved,108.0,,Rebekah Greene
TKT-001066,Rangreen,2017-02-09,,billing,critical,waiting_on_customer,,,Melanie Griffith
TKT-001067,Rangreen,2017-08-09,2017-08-09,technical,critical,resolved,3.0,5.0,Yolanda Green
TKT-001068,Rangreen,2017-06-23,2017-06-26,technical,medium,resolved,74.0,2.0,James Johnson
TKT-001069,Rangreen,2017-01-03,2017-01-07,onboarding,low,resolved,103.0,,Laura Lee
TKT-001070,Rangreen,2017-03-01,2017-03-02,bug_report,high,resolved,33.0,,Courtney Nichols
TKT-001071,Rantouch,2017-03-14,2017-03-16,billing,medium,resolved,57.0,4.0,Susan Powers
TKT-001072,Rantouch,2017-08-17,2017-08-19,technical,medium,resolved,58.0,4.0,Sarah Pittman
TKT-001073,Rantouch,2017-10-07,2017-10-08,onboarding,medium,resolved,36.0,4.0,Catherine Davis
TKT-001074,Rantouch,2017-04-24,2017-04-25,technical,high,resolved,28.0,,David Stokes
TKT-001075,Rantouch,2017-06-03,2017-06-08,account_management,low,resolved,136.0,3.0,Catherine Frazier
TKT-001076,Rantouch,2017-06-14,2017-06-17,billing,medium,resolved,74.0,,Brandon Kelly
TKT-001077,Rantouch,2017-12-28,2017-12-28,account_management,critical,resolved,3.0,4.0,Elizabeth French
TKT-001078,Rantouch,2017-12-13,2017-12-17,technical,low,resolved,96.0,4.0,David Carter
TKT-001079,Rantouch,2017-11-04,2017-11-04,billing,critical,resolved,4.0,5.0,Julie Delacruz
TKT-001080,Rantouch,2017-01-16,2017-01-18,billing,medium,resolved,66.0,5.0,Terry Jones
TKT-001081,Rantouch,2017-10-21,2017-10-29,onboarding,low,resolved,215.0,3.0,Kathryn Dillon
TKT-001082,Rantouch,2017-03-25,2017-04-01,bug_report,low,resolved,169.0,3.0,Edwin Brown
TKT-001083,Rantouch,2017-05-18,2017-05-19,onboarding,medium,resolved,37.0,4.0,Brenda Gonzalez
TKT-001084,Rantouch,2017-09-19,2017-09-20,onboarding,high,resolved,42.0,5.0,Keith Knox
TKT-001085,Rantouch,2017-09-07,,account_management,low,open,,,Eugene Baldwin
TKT-001086,Rantouch,2017-05-11,2017-05-16,account_management,low,resolved,120.0,,Katherine Welch
TKT-001087,Ron-tech,2017-06-02,2017-06-03,billing,high,resolved,34.0,,Mark Smith
TKT-001088,Ron-tech,2017-09-03,2017-09-10,onboarding,low,resolved,182.0,,Philip Jackson
TKT-001089,Ron-tech,2017-10-01,2017-10-01,account_management,high,resolved,8.0,,Katherine Gallagher
TKT-001090,Ron-tech,2017-11-29,2017-12-03,billing,medium,resolved,106.0,3.0,Lucas Schultz
TKT-001091,Ron-tech,2017-12-04,2017-12-04,technical,medium,resolved,12.0,5.0,Vincent Reyes
TKT-001092,Ron-tech,2017-06-26,2017-07-05,onboarding,low,resolved,236.0,4.0,Curtis Watson
TKT-001093,Ron-tech,2017-06-10,,billing,critical,waiting_on_customer,,,Frank Whitaker
TKT-001094,Ron-tech,2017-08-11,2017-08-12,billing,low,resolved,36.0,4.0,Michael Sims
TKT-001095,Ron-tech,2017-04-22,2017-04-22,onboarding,critical,resolved,5.0,,Michael Cooper
TKT-001096,Ron-tech,2017-09-20,2017-09-21,technical,low,resolved,41.0,,James Chapman
TKT-001097,Ron-tech,2017-03-25,2017-03-27,feature_request,medium,resolved,59.0,5.0,Rodney Evans
