activity_id,opportunity_id,sales_agent,activity_type,activity_date,duration_minutes,outcome
ACT-047113,7ZU2A8L1,Donn Cantrell,email,2017-12-07,14,completed
ACT-047114,7ZU2A8L1,Donn Cantrell,email,2017-12-08,3,completed
ACT-047115,7ZU2A8L1,Donn Cantrell,email,2017-12-10,5,completed
ACT-047116,7ZU2A8L1,Donn Cantrell,meeting,2017-12-06,81,completed
ACT-047117,7ZU2A8L1,Donn Cantrell,call,2017-12-10,23,completed
ACT-047118,O1HKZ4ZF,Donn Cantrell,meeting,2017-12-29,16,completed
ACT-047119,O1HKZ4ZF,Donn Cantrell,call,2017-12-17,39,completed
ACT-047120,O1HKZ4ZF,Donn Cantrell,call,2017-12-12,12,completed
ACT-047121,O1HKZ4ZF,Donn Cantrell,meeting,2017-12-11,27,rescheduled
ACT-047122,O1HKZ4ZF,Donn Cantrell,meeting,2017-12-26,47,completed
ACT-047123,O1HKZ4ZF,Donn Cantrell,email,2017-12-09,3,completed
ACT-047124,O1HKZ4ZF,Donn Cantrell,email,2017-12-16,14,completed
ACT-047125,O1HKZ4ZF,Donn Cantrell,meeting,2017-12-26,27,completed
ACT-047126,O1HKZ4ZF,Donn Cantrell,call,2017-12-17,8,cancelled
ACT-047127,8VO26H1R,Kary Hendrixson,email,2017-12-06,5,completed
ACT-047128,8VO26H1R,Kary Hendrixson,meeting,2017-12-09,20,completed
ACT-047129,8VO26H1R,Kary Hendrixson,email,2017-12-15,11,completed
ACT-047130,8VO26H1R,Kary Hendrixson,email,2017-12-18,5,completed
ACT-047131,8VO26H1R,Kary Hendrixson,email,2017-12-20,13,no_answer
ACT-047132,8VO26H1R,Kary Hendrixson,email,2017-12-21,9,completed
ACT-047133,A2OLLGWZ,Versie Hillebrand,call,2017-12-07,38,completed
ACT-047134,A2OLLGWZ,Versie Hillebrand,meeting,2017-12-11,73,completed
ACT-047135,A2OLLGWZ,Versie Hillebrand,email,2017-12-12,6,completed
ACT-047136,A2OLLGWZ,Versie Hillebrand,call,2017-12-08,23,completed
ACT-047137,A2OLLGWZ,Versie Hillebrand,call,2017-12-06,38,completed
ACT-047138,A2OLLGWZ,Versie Hillebrand,email,2017-12-08,2,cancelled
ACT-047139,A2OLLGWZ,Versie Hillebrand,meeting,2017-12-08,27,cancelled
ACT-047140,A2OLLGWZ,Versie Hillebrand,email,2017-12-13,10,no_answer
ACT-047141,A2OLLGWZ,Versie Hillebrand,email,2017-12-13,10,completed
ACT-047142,A2OLLGWZ,Versie Hillebrand,email,2017-12-08,7,no_answer
ACT-047143,A2OLLGWZ,Versie Hillebrand,demo,2017-12-13,39,completed
ACT-047144,A2OLLGWZ,Versie Hillebrand,email,2017-12-06,11,completed
ACT-047145,WKIRY6KE,Kary Hendrixson,email,2017-12-08,12,completed
ACT-047146,WKIRY6KE,Kary Hendrixson,email,2017-12-15,14,completed
ACT-047147,WKIRY6KE,Kary Hendrixson,email,2017-12-12,6,completed
ACT-047148,WKIRY6KE,Kary Hendrixson,email,2017-12-17,10,no_answer
ACT-047149,WKIRY6KE,Kary Hendrixson,call,2017-12-10,27,completed
ACT-047150,WKIRY6KE,Kary Hendrixson,follow_up,2017-12-10,11,rescheduled
ACT-047151,EJYFAV40,Marty Freudenburg,email,2017-12-16,7,completed
ACT-047152,EJYFAV40,Marty Freudenburg,email,2017-12-26,10,completed
ACT-047153,EJYFAV40,Marty Freudenburg,call,2017-12-21,20,completed
ACT-047154,EJYFAV40,Marty Freudenburg,meeting,2017-12-27,59,completed
ACT-047155,EJYFAV40,Marty Freudenburg,call,2017-12-08,8,cancelled
ACT-047156,EJYFAV40,Marty Freudenburg,email,2017-12-12,13,completed
ACT-047157,EJYFAV40,Marty Freudenburg,call,2017-12-11,34,completed
ACT-047158,EJYFAV40,Marty Freudenburg,call,2017-12-14,19,completed
ACT-047159,8A1EB728,Rosalina Dieter,meeting,2017-12-15,59,completed
ACT-047160,8A1EB728,Rosalina Dieter,call,2017-12-11,24,completed
ACT-047161,8A1EB728,Rosalina Dieter,call,2017-12-08,30,completed
ACT-047162,8A1EB728,Rosalina Dieter,meeting,2017-12-09,48,completed
ACT-047163,8A1EB728,Rosalina Dieter,email,2017-12-10,8,completed
ACT-047164,8A1EB728,Rosalina Dieter,call,2017-12-08,19,rescheduled
ACT-047165,RS31U03Y,Zane Levy,email,2018-01-09,9,rescheduled
ACT-047166,RS31U03Y,Zane Levy,meeting,2018-01-17,16,completed
ACT-047167,RS31U03Y,Zane Levy,call,2017-12-13,19,no_answer
ACT-047168,RS31U03Y,Zane Levy,call,2017-12-08,38,completed
ACT-047169,2KWQ6RAZ,Anna Snelling,call,2017-12-09,11,completed
ACT-047170,2KWQ6RAZ,Anna Snelling,email,2017-12-16,5,completed
ACT-047171,2KWQ6RAZ,Anna Snelling,email,2017-12-14,10,completed
ACT-047172,2KWQ6RAZ,Anna Snelling,call,2017-12-15,28,no_answer
ACT-047173,2KWQ6RAZ,Anna Snelling,meeting,2017-12-15,33,completed
ACT-047174,2KWQ6RAZ,Anna Snelling,call,2017-12-12,25,completed
ACT-047175,2KWQ6RAZ,Anna Snelling,call,2017-12-16,27,rescheduled
ACT-047176,2KWQ6RAZ,Anna Snelling,call,2017-12-13,24,completed
ACT-047177,2KWQ6RAZ,Anna Snelling,meeting,2017-12-17,45,completed
ACT-047178,2KWQ6RAZ,Anna Snelling,call,2017-12-08,29,completed
ACT-047179,2KWQ6RAZ,Anna Snelling,meeting,2017-12-11,49,completed
ACT-047180,2KWQ6RAZ,Anna Snelling,email,2017-12-11,12,completed
ACT-047181,823X29EZ,Donn Cantrell,email,2017-12-12,9,completed
ACT-047182,823X29EZ,Donn Cantrell,email,2017-12-15,4,completed
ACT-047183,823X29EZ,Donn Cantrell,email,2017-12-13,12,no_answer
ACT-047184,823X29EZ,Donn Cantrell,email,2017-12-21,11,cancelled
ACT-047185,823X29EZ,Donn Cantrell,meeting,2017-12-19,42,cancelled
ACT-047186,823X29EZ,Donn Cantrell,email,2017-12-15,3,completed
ACT-047187,VL8YNHD7,Kary Hendrixson,email,2017-12-18,10,completed
ACT-047188,YY4VFPND,Kary Hendrixson,follow_up,2017-12-11,13,completed
ACT-047189,YY4VFPND,Kary Hendrixson,call,2017-12-25,41,completed
ACT-047190,YY4VFPND,Kary Hendrixson,email,2017-12-14,14,completed
ACT-047191,YY4VFPND,Kary Hendrixson,demo,2017-12-27,97,no_answer
ACT-047192,YY4VFPND,Kary Hendrixson,call,2017-12-21,7,completed
ACT-047193,RYLBEZ4N,Violet Mclelland,call,2017-12-14,17,cancelled
ACT-047194,RYLBEZ4N,Violet Mclelland,email,2017-12-17,4,completed
ACT-047195,RYLBEZ4N,Violet Mclelland,email,2017-12-08,3,no_answer
ACT-047196,RYLBEZ4N,Violet Mclelland,email,2017-12-10,2,rescheduled
ACT-047197,RYLBEZ4N,Violet Mclelland,call,2017-12-16,24,completed
ACT-047198,RYLBEZ4N,Violet Mclelland,meeting,2017-12-12,59,rescheduled
ACT-047199,RYLBEZ4N,Violet Mclelland,email,2017-12-13,13,completed
ACT-047200,Y4UIUIEG,Cecily Lampkin,email,2017-12-11,13,completed
ACT-047201,Y4UIUIEG,Cecily Lampkin,call,2017-12-18,23,no_answer
ACT-047202,Y4UIUIEG,Cecily Lampkin,call,2017-12-13,20,no_answer
ACT-047203,Y4UIUIEG,Cecily Lampkin,meeting,2017-12-16,35,no_answer
ACT-047204,Y4UIUIEG,Cecily Lampkin,demo,2017-12-11,89,completed
ACT-047205,Y4UIUIEG,Cecily Lampkin,meeting,2017-12-13,68,rescheduled
ACT-047206,Y4UIUIEG,Cecily Lampkin,call,2017-12-12,14,completed
ACT-047207,Y4UIUIEG,Cecily Lampkin,email,2017-12-17,3,completed
ACT-047208,1HG8VLHU,Cecily Lampkin,call,2017-12-12,11,completed
ACT-047209,1HG8VLHU,Cecily Lampkin,call,2017-12-10,39,completed
ACT-047210,1HG8VLHU,Cecily Lampkin,call,2017-12-15,14,completed
ACT-047211,1HG8VLHU,Cecily Lampkin,email,2017-12-09,7,completed
ACT-047212,1HG8VLHU,Cecily Lampkin,email,2017-12-09,12,completed
ACT-047213,1HG8VLHU,Cecily Lampkin,email,2017-12-15,12,completed
ACT-047214,0OJE7J6C,Corliss Cosme,email,2017-12-11,8,completed
ACT-047215,0OJE7J6C,Corliss Cosme,email,2017-12-14,7,rescheduled
ACT-047216,0OJE7J6C,Corliss Cosme,meeting,2017-12-16,59,no_answer
ACT-047217,0OJE7J6C,Corliss Cosme,email,2017-12-09,2,rescheduled
ACT-047218,0OJE7J6C,Corliss Cosme,call,2017-12-12,6,completed
ACT-047219,0OJE7J6C,Corliss Cosme,email,2017-12-10,3,completed
ACT-047220,0OJE7J6C,Corliss Cosme,call,2017-12-13,14,completed
ACT-047221,OCVCCWPQ,Gladys Colclough,email,2017-12-16,3,completed
ACT-047222,OCVCCWPQ,Gladys Colclough,follow_up,2017-12-20,16,rescheduled
ACT-047223,OCVCCWPQ,Gladys Colclough,call,2017-12-19,10,completed
ACT-047224,OCVCCWPQ,Gladys Colclough,email,2017-12-19,11,completed
ACT-047225,OCVCCWPQ,Gladys Colclough,meeting,2017-12-20,34,completed
ACT-047226,S2KBTW2O,James Ascencio,demo,2017-12-10,58,completed
ACT-047227,S2KBTW2O,James Ascencio,email,2017-12-09,7,completed
ACT-047228,S2KBTW2O,James Ascencio,email,2017-12-17,11,completed
ACT-047229,S2KBTW2O,James Ascencio,demo,2017-12-21,101,completed
ACT-047230,S2KBTW2O,James Ascencio,meeting,2017-12-20,15,no_answer
ACT-047231,S2KBTW2O,James Ascencio,email,2017-12-17,9,completed
ACT-047232,S2KBTW2O,James Ascencio,email,2017-12-22,9,completed
ACT-047233,S2KBTW2O,James Ascencio,call,2017-12-18,28,completed
ACT-047234,S2KBTW2O,James Ascencio,call,2017-12-22,42,completed
ACT-047235,S2KBTW2O,James Ascencio,call,2017-12-11,10,completed
ACT-047236,S2KBTW2O,James Ascencio,email,2017-12-15,2,cancelled
ACT-047237,QJ9H7Y8W,Kami Bicknell,call,2017-12-12,43,completed
ACT-047238,QJ9H7Y8W,Kami Bicknell,email,2017-12-12,2,completed
ACT-047239,QJ9H7Y8W,Kami Bicknell,email,2017-12-12,7,rescheduled
ACT-047240,QJ9H7Y8W,Kami Bicknell,call,2017-12-09,28,completed
ACT-047241,QJ9H7Y8W,Kami Bicknell,meeting,2017-12-10,59,completed
ACT-047242,QJ9H7Y8W,Kami Bicknell,call,2017-12-15,7,completed
ACT-047243,QJ9H7Y8W,Kami Bicknell,email,2017-12-15,8,completed
ACT-047244,QJ9H7Y8W,Kami Bicknell,email,2017-12-11,12,completed
ACT-047245,QJ9H7Y8W,Kami Bicknell,email,2017-12-17,6,no_answer
ACT-047246,FNA51WN6,Kary Hendrixson,call,2017-12-21,35,completed
ACT-047247,FNA51WN6,Kary Hendrixson,meeting,2017-12-21,35,no_answer
ACT-047248,FNA51WN6,Kary Hendrixson,call,2017-12-15,35,completed
ACT-047249,FNA51WN6,Kary Hendrixson,email,2017-12-15,3,completed
ACT-047250,FNA51WN6,Kary Hendrixson,email,2017-12-15,2,rescheduled
ACT-047251,FNA51WN6,Kary Hendrixson,meeting,2017-12-10,57,completed
ACT-047252,FNA51WN6,Kary Hendrixson,meeting,2017-12-10,64,no_answer
ACT-047253,FNA51WN6,Kary Hendrixson,email,2017-12-20,4,completed
ACT-047254,FNA51WN6,Kary Hendrixson,demo,2017-12-12,57,completed
ACT-047255,FNA51WN6,Kary Hendrixson,email,2017-12-12,12,completed
ACT-047256,FNA51WN6,Kary Hendrixson,demo,2017-12-24,55,completed
ACT-047257,921APYA3,Markita Hansen,email,2017-12-10,3,completed
ACT-047258,921APYA3,Markita Hansen,email,2017-12-12,11,completed
ACT-047259,921APYA3,Markita Hansen,call,2017-12-11,26,completed
ACT-047260,921APYA3,Markita Hansen,follow_up,2017-12-16,19,rescheduled
ACT-047261,921APYA3,Markita Hansen,email,2017-12-09,6,completed
ACT-047262,921APYA3,Markita Hansen,email,2017-12-20,8,completed
ACT-047263,921APYA3,Markita Hansen,call,2017-12-13,35,completed
ACT-047264,921APYA3,Markita Hansen,meeting,2017-12-10,46,cancelled
ACT-047265,921APYA3,Markita Hansen,call,2017-12-20,37,no_answer
ACT-047266,GMY4U7RD,Maureen Marcano,email,2017-12-19,5,completed
ACT-047267,GMY4U7RD,Maureen Marcano,email,2018-01-09,11,completed
ACT-047268,GMY4U7RD,Maureen Marcano,email,2018-01-06,2,rescheduled
ACT-047269,CPC83NKN,Niesha Huffines,email,2017-12-14,13,completed
ACT-047270,CPC83NKN,Niesha Huffines,email,2017-12-20,14,completed
ACT-047271,CPC83NKN,Niesha Huffines,meeting,2017-12-13,77,no_answer
ACT-047272,CPC83NKN,Niesha Huffines,email,2017-12-13,8,completed
ACT-047273,CPC83NKN,Niesha Huffines,call,2017-12-14,40,cancelled
ACT-047274,TBS5Y874,Reed Clapper,email,2017-12-12,5,completed
ACT-047275,TBS5Y874,Reed Clapper,email,2017-12-11,10,cancelled
ACT-047276,TBS5Y874,Reed Clapper,call,2017-12-11,30,completed
ACT-047277,TBS5Y874,Reed Clapper,meeting,2017-12-16,58,completed
ACT-047278,TBS5Y874,Reed Clapper,call,2017-12-14,13,completed
ACT-047279,TBS5Y874,Reed Clapper,call,2017-12-14,20,completed
ACT-047280,TBS5Y874,Reed Clapper,email,2017-12-09,11,completed
ACT-047281,TBS5Y874,Reed Clapper,meeting,2017-12-16,41,completed
ACT-047282,TBS5Y874,Reed Clapper,email,2017-12-11,7,no_answer
ACT-047283,TBS5Y874,Reed Clapper,call,2017-12-10,11,completed
ACT-047284,6JZ0HCSF,Rosie Papadopoulos,email,2017-12-14,7,completed
ACT-047285,6JZ0HCSF,Rosie Papadopoulos,call,2017-12-20,19,completed
ACT-047286,6JZ0HCSF,Rosie Papadopoulos,call,2017-12-15,36,rescheduled
ACT-047287,6JZ0HCSF,Rosie Papadopoulos,email,2017-12-28,2,completed
ACT-047288,JRSU8ALH,Anna Snelling,follow_up,2017-12-18,16,completed
ACT-047289,JRSU8ALH,Anna Snelling,demo,2017-12-12,63,completed
ACT-047290,JRSU8ALH,Anna Snelling,email,2017-12-15,14,no_answer
ACT-047291,JRSU8ALH,Anna Snelling,email,2017-12-17,14,no_answer
ACT-047292,7GXUCFW5,Darcel Schlecht,call,2017-12-16,44,completed
ACT-047293,7GXUCFW5,Darcel Schlecht,meeting,2017-12-14,20,rescheduled
ACT-047294,7GXUCFW5,Darcel Schlecht,meeting,2017-12-12,81,completed
ACT-047295,7GXUCFW5,Darcel Schlecht,meeting,2017-12-16,84,completed
ACT-047296,7GXUCFW5,Darcel Schlecht,meeting,2017-12-14,16,completed
ACT-047297,7GXUCFW5,Darcel Schlecht,call,2017-12-12,35,completed
ACT-047298,7GXUCFW5,Darcel Schlecht,call,2017-12-13,25,completed
ACT-047299,7GXUCFW5,Darcel Schlecht,follow_up,2017-12-12,3,completed
ACT-047300,7GXUCFW5,Darcel Schlecht,email,2017-12-14,11,completed
ACT-047301,7GXUCFW5,Darcel Schlecht,call,2017-12-13,34,completed
ACT-047302,E66UG7VC,Maureen Marcano,email,2017-12-14,11,completed
ACT-047303,E66UG7VC,Maureen Marcano,email,2017-12-11,9,completed
ACT-047304,E66UG7VC,Maureen Marcano,meeting,2017-12-13,74,completed
ACT-047305,E66UG7VC,Maureen Marcano,call,2017-12-23,32,completed
ACT-047306,E66UG7VC,Maureen Marcano,follow_up,2017-12-24,15,completed
ACT-047307,7IAHPFT9,Vicki Laflamme,email,2017-12-14,14,completed
ACT-047308,7IAHPFT9,Vicki Laflamme,email,2017-12-13,7,completed
ACT-047309,7IAHPFT9,Vicki Laflamme,meeting,2017-12-12,82,completed
ACT-047310,7IAHPFT9,Vicki Laflamme,call,2017-12-14,17,completed
ACT-047311,7IAHPFT9,Vicki Laflamme,email,2017-12-11,13,cancelled
ACT-047312,7IAHPFT9,Vicki Laflamme,meeting,2017-12-13,25,completed
ACT-047313,7IAHPFT9,Vicki Laflamme,email,2017-12-11,5,completed
ACT-047314,7IAHPFT9,Vicki Laflamme,email,2017-12-16,6,rescheduled
ACT-047315,7IAHPFT9,Vicki Laflamme,email,2017-12-11,4,no_answer
ACT-047316,7IAHPFT9,Vicki Laflamme,demo,2017-12-12,33,rescheduled
ACT-047317,FZWU2I30,Zane Levy,meeting,2017-12-19,34,no_answer
ACT-047318,04AOWMXV,Anna Snelling,email,2017-12-22,3,rescheduled
ACT-047319,04AOWMXV,Anna Snelling,email,2017-12-22,9,completed
ACT-047320,04AOWMXV,Anna Snelling,email,2017-12-22,4,completed
ACT-047321,04AOWMXV,Anna Snelling,meeting,2017-12-19,76,no_answer
ACT-047322,04AOWMXV,Anna Snelling,call,2017-12-23,8,completed
ACT-047323,04AOWMXV,Anna Snelling,email,2017-12-21,13,completed
ACT-047324,04AOWMXV,Anna Snelling,email,2017-12-11,6,cancelled
ACT-047325,04AOWMXV,Anna Snelling,follow_up,2017-12-25,7,no_answer
ACT-047326,04AOWMXV,Anna Snelling,meeting,2017-12-12,79,completed
ACT-047327,XZ9YR78K,Gladys Colclough,email,2017-12-14,12,completed
ACT-047328,XZ9YR78K,Gladys Colclough,demo,2017-12-13,90,completed
ACT-047329,XZ9YR78K,Gladys Colclough,email,2017-12-12,8,completed
ACT-047330,XZ9YR78K,Gladys Colclough,meeting,2017-12-14,56,completed
ACT-047331,XZ9YR78K,Gladys Colclough,email,2017-12-15,10,completed
ACT-047332,XZ9YR78K,Gladys Colclough,email,2017-12-13,12,completed
ACT-047333,XZ9YR78K,Gladys Colclough,meeting,2017-12-12,25,completed
ACT-047334,XZ9YR78K,Gladys Colclough,demo,2017-12-14,79,completed
ACT-047335,XZ9YR78K,Gladys Colclough,email,2017-12-14,9,cancelled
ACT-047336,WZKN6PO4,Markita Hansen,email,2017-12-18,5,completed
ACT-047337,WZKN6PO4,Markita Hansen,follow_up,2017-12-13,8,completed
ACT-047338,WZKN6PO4,Markita Hansen,email,2017-12-19,10,no_answer
ACT-047339,WZKN6PO4,Markita Hansen,call,2017-12-19,19,completed
ACT-047340,WZKN6PO4,Markita Hansen,follow_up,2017-12-12,11,completed
ACT-047341,WQSUMJRZ,Versie Hillebrand,call,2017-12-13,5,completed
ACT-047342,WQSUMJRZ,Versie Hillebrand,email,2017-12-14,4,completed
ACT-047343,WQSUMJRZ,Versie Hillebrand,email,2017-12-11,6,no_answer
ACT-047344,WQSUMJRZ,Versie Hillebrand,email,2017-12-12,12,no_answer
ACT-047345,WQSUMJRZ,Versie Hillebrand,email,2017-12-12,9,completed
ACT-047346,WQSUMJRZ,Versie Hillebrand,email,2017-12-13,5,cancelled
ACT-047347,WQSUMJRZ,Versie Hillebrand,demo,2017-12-14,109,completed
ACT-047348,WQSUMJRZ,Versie Hillebrand,call,2017-12-12,34,completed
ACT-047349,WQSUMJRZ,Versie Hillebrand,email,2017-12-17,6,no_answer
ACT-047350,WQSUMJRZ,Versie Hillebrand,email,2017-12-15,10,completed
ACT-047351,WQSUMJRZ,Versie Hillebrand,email,2017-12-16,7,completed
ACT-047352,WQSUMJRZ,Versie Hillebrand,demo,2017-12-11,79,completed
ACT-047353,1RIO9PCD,Vicki Laflamme,meeting,2017-12-23,39,completed
ACT-047354,1RIO9PCD,Vicki Laflamme,email,2017-12-13,14,rescheduled
ACT-047355,1RIO9PCD,Vicki Laflamme,email,2017-12-14,14,completed
ACT-047356,1RIO9PCD,Vicki Laflamme,meeting,2017-12-17,36,completed
ACT-047357,1RIO9PCD,Vicki Laflamme,email,2017-12-20,8,completed
ACT-047358,1RIO9PCD,Vicki Laflamme,email,2017-12-22,14,completed
ACT-047359,1RIO9PCD,Vicki Laflamme,call,2017-12-26,5,completed
ACT-047360,1RIO9PCD,Vicki Laflamme,meeting,2017-12-24,52,completed
ACT-047361,1RIO9PCD,Vicki Laflamme,meeting,2017-12-19,27,no_answer
ACT-047362,1RIO9PCD,Vicki Laflamme,call,2017-12-17,13,completed
ACT-047363,1RIO9PCD,Vicki Laflamme,call,2017-12-22,31,completed
ACT-047364,1RIO9PCD,Vicki Laflamme,meeting,2017-12-17,69,completed
ACT-047365,TQV7CO87,Jonathan Berthelot,call,2017-12-16,44,rescheduled
ACT-047366,TQV7CO87,Jonathan Berthelot,email,2017-12-14,6,rescheduled
ACT-047367,TQV7CO87,Jonathan Berthelot,call,2017-12-16,37,completed
ACT-047368,TQV7CO87,Jonathan Berthelot,call,2017-12-17,5,completed
ACT-047369,TQV7CO87,Jonathan Berthelot,email,2017-12-15,3,completed
ACT-047370,TQV7CO87,Jonathan Berthelot,email,2017-12-16,9,completed
ACT-047371,TQV7CO87,Jonathan Berthelot,email,2017-12-14,14,completed
ACT-047372,3FJPGYD7,Kami Bicknell,email,2017-12-18,3,completed
ACT-047373,3FJPGYD7,Kami Bicknell,call,2017-12-27,23,completed
ACT-047374,3FJPGYD7,Kami Bicknell,email,2017-12-26,10,completed
ACT-047375,3FJPGYD7,Kami Bicknell,email,2017-12-18,7,no_answer
ACT-047376,3FJPGYD7,Kami Bicknell,meeting,2017-12-12,68,completed
ACT-047377,3FJPGYD7,Kami Bicknell,email,2017-12-17,9,completed
ACT-047378,9AQFU718,Lajuana Vencill,email,2017-12-13,10,completed
ACT-047379,9AQFU718,Lajuana Vencill,email,2017-12-12,13,completed
ACT-047380,9AQFU718,Lajuana Vencill,call,2017-12-14,19,completed
ACT-047381,9AQFU718,Lajuana Vencill,email,2017-12-13,11,completed
ACT-047382,9AQFU718,Lajuana Vencill,meeting,2017-12-14,30,completed
ACT-047383,9AQFU718,Lajuana Vencill,call,2017-12-14,36,rescheduled
ACT-047384,AUJE7IZR,Maureen Marcano,demo,2017-12-23,106,completed
ACT-047385,AUJE7IZR,Maureen Marcano,email,2017-12-12,13,completed
ACT-047386,AUJE7IZR,Maureen Marcano,email,2017-12-20,11,no_answer
ACT-047387,AUJE7IZR,Maureen Marcano,email,2017-12-14,5,no_answer
ACT-047388,AUJE7IZR,Maureen Marcano,email,2017-12-24,10,completed
ACT-047389,AUJE7IZR,Maureen Marcano,call,2017-12-12,23,completed
ACT-047390,AUJE7IZR,Maureen Marcano,call,2017-12-20,13,completed
ACT-047391,LE3XYXEF,Reed Clapper,email,2017-12-17,10,rescheduled
ACT-047392,LE3XYXEF,Reed Clapper,email,2017-12-19,6,completed
ACT-047393,LE3XYXEF,Reed Clapper,email,2017-12-23,14,completed
ACT-047394,LE3XYXEF,Reed Clapper,call,2017-12-18,41,completed
ACT-047395,PM2BF2KB,Cassey Cress,call,2017-12-24,16,completed
ACT-047396,PM2BF2KB,Cassey Cress,demo,2018-01-02,88,completed
ACT-047397,PM2BF2KB,Cassey Cress,email,2017-12-18,5,no_answer
ACT-047398,PM2BF2KB,Cassey Cress,meeting,2017-12-20,52,completed
ACT-047399,IQR162ZT,Elease Gluck,email,2017-12-27,4,completed
ACT-047400,IQR162ZT,Elease Gluck,meeting,2018-01-04,58,completed
ACT-047401,IQR162ZT,Elease Gluck,follow_up,2018-01-27,12,completed
ACT-047402,TVU1PQEL,Jonathan Berthelot,call,2017-12-17,42,no_answer
ACT-047403,TVU1PQEL,Jonathan Berthelot,meeting,2017-12-26,52,no_answer
ACT-047404,TVU1PQEL,Jonathan Berthelot,email,2017-12-13,6,no_answer
ACT-047405,TVU1PQEL,Jonathan Berthelot,demo,2017-12-15,41,no_answer
ACT-047406,TVU1PQEL,Jonathan Berthelot,email,2017-12-13,7,completed
ACT-047407,TVU1PQEL,Jonathan Berthelot,email,2017-12-25,8,rescheduled
ACT-047408,TVU1PQEL,Jonathan Berthelot,email,2017-12-20,10,no_answer
ACT-047409,TVU1PQEL,Jonathan Berthelot,email,2017-12-26,4,completed
ACT-047410,3RGNKYWW,Kary Hendrixson,email,2017-12-20,14,completed
ACT-047411,3RGNKYWW,Kary Hendrixson,meeting,2017-12-18,29,completed
ACT-047412,3RGNKYWW,Kary Hendrixson,email,2017-12-23,9,completed
ACT-047413,3RGNKYWW,Kary Hendrixson,email,2017-12-14,7,cancelled
ACT-047414,3RGNKYWW,Kary Hendrixson,email,2017-12-15,9,completed
ACT-047415,3RGNKYWW,Kary Hendrixson,email,2017-12-21,9,completed
ACT-047416,3RGNKYWW,Kary Hendrixson,email,2017-12-15,5,completed
ACT-047417,3RGNKYWW,Kary Hendrixson,meeting,2017-12-24,60,completed
ACT-047418,3RGNKYWW,Kary Hendrixson,call,2017-12-15,14,completed
ACT-047419,3RGNKYWW,Kary Hendrixson,email,2017-12-17,8,completed
ACT-047420,K9KGXL2E,Markita Hansen,email,2017-12-26,5,completed
ACT-047421,K9KGXL2E,Markita Hansen,meeting,2017-12-15,74,rescheduled
ACT-047422,K9KGXL2E,Markita Hansen,email,2018-01-05,6,no_answer
ACT-047423,K9KGXL2E,Markita Hansen,email,2018-01-01,2,no_answer
ACT-047424,HNCSYU4T,Markita Hansen,email,2017-12-17,6,completed
ACT-047425,HNCSYU4T,Markita Hansen,meeting,2017-12-16,89,rescheduled
ACT-047426,HNCSYU4T,Markita Hansen,meeting,2017-12-14,19,completed
ACT-047427,HNCSYU4T,Markita Hansen,call,2017-12-17,34,completed
ACT-047428,HNCSYU4T,Markita Hansen,demo,2017-12-16,115,completed
ACT-047429,HNCSYU4T,Markita Hansen,call,2017-12-18,32,completed
ACT-047430,HNCSYU4T,Markita Hansen,email,2017-12-22,9,completed
ACT-047431,HNCSYU4T,Markita Hansen,email,2017-12-13,14,completed
ACT-047432,HNCSYU4T,Markita Hansen,email,2017-12-21,13,completed
ACT-047433,1PXQZ40I,Versie Hillebrand,email,2017-12-13,14,completed
ACT-047434,1PXQZ40I,Versie Hillebrand,call,2017-12-22,30,completed
ACT-047435,1PXQZ40I,Versie Hillebrand,call,2017-12-14,8,completed
ACT-047436,1PXQZ40I,Versie Hillebrand,meeting,2017-12-17,46,completed
ACT-047437,1PXQZ40I,Versie Hillebrand,call,2017-12-25,22,cancelled
ACT-047438,1PXQZ40I,Versie Hillebrand,email,2017-12-22,14,completed
ACT-047439,1PXQZ40I,Versie Hillebrand,email,2017-12-13,9,completed
ACT-047440,FYAVINLC,Vicki Laflamme,email,2017-12-14,12,rescheduled
ACT-047441,FYAVINLC,Vicki Laflamme,email,2017-12-16,3,completed
ACT-047442,FYAVINLC,Vicki Laflamme,meeting,2017-12-16,18,completed
ACT-047443,FYAVINLC,Vicki Laflamme,meeting,2017-12-15,51,completed
ACT-047444,FYAVINLC,Vicki Laflamme,email,2017-12-13,12,completed
ACT-047445,60JGDDRO,Darcel Schlecht,call,2017-12-14,11,no_answer
ACT-047446,60JGDDRO,Darcel Schlecht,email,2017-12-14,13,completed
ACT-047447,60JGDDRO,Darcel Schlecht,demo,2017-12-18,59,completed
ACT-047448,60JGDDRO,Darcel Schlecht,call,2017-12-14,33,no_answer
ACT-047449,60JGDDRO,Darcel Schlecht,email,2017-12-14,14,completed
ACT-047450,60JGDDRO,Darcel Schlecht,meeting,2017-12-14,17,no_answer
ACT-047451,R4BO7K5M,Kary Hendrixson,call,2017-12-26,31,completed
ACT-047452,R4BO7K5M,Kary Hendrixson,email,2017-12-25,7,completed
ACT-047453,R4BO7K5M,Kary Hendrixson,email,2017-12-22,9,completed
ACT-047454,R4BO7K5M,Kary Hendrixson,meeting,2017-12-25,35,completed
ACT-047455,R4BO7K5M,Kary Hendrixson,email,2017-12-23,3,completed
ACT-047456,X4XN0M8A,Kary Hendrixson,email,2017-12-14,2,completed
ACT-047457,X4XN0M8A,Kary Hendrixson,meeting,2017-12-26,74,rescheduled
ACT-047458,X4XN0M8A,Kary Hendrixson,call,2017-12-22,31,completed
